Date,W0000_0600,W0601_1200,W1201_1800,W1801_2359,WS1,WS2,WS3,WS4,AS0000_0600,AS0601_1200,AS1201_1800,AS1801_2359,P_Value(in),A_Total,Accident
6/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,2,0,5,TRUE
6/3/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0.07,0,FALSE
6/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,12,TRUE
6/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,12,TRUE
6/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,4,3,0,5,TRUE
6/8/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,2,3,2,0.34,9,TRUE
6/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,3,0,5,TRUE
6/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/11/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,0,7.36,0,FALSE
6/12/2017,Rain,Fog,Fog,Rain,Moderate,Severe,Severe,Moderate,0,2,2,2,0.78,5,TRUE
6/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,3,0,3,TRUE
6/14/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,0,3,0,2.64,3,TRUE
6/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,2,0,3,TRUE
6/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,1,TRUE
6/17/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,0,0,FALSE
6/18/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,1.74,0,FALSE
6/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,3,0,0,9,TRUE
6/20/2017,Clear,Rain,Rain,Clear,NA,Light,Light,NA,2,2,2,0,0.27,9,TRUE
6/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,4,TRUE
6/22/2017,Clear,Rain,Precipitation,Rain,NA,Light,UNK,Light,2,2,2,3,1.33,8,TRUE
6/23/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,0,3,0,0,4,TRUE
6/24/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,0,0,0,0.39,0,FALSE
6/25/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
6/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,5,TRUE
6/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,3,0,13,TRUE
6/28/2017,Rain,Rain,Rain,Rain,Light,Moderate,Light,Light,2,3,0,0,3.21,6,TRUE
6/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,7,TRUE
6/30/2017,Clear,Rain,Fog,Rain,NA,Light,Severe,Light,0,2,0,0,1.51,1,TRUE
7/1/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0.06,0,FALSE
7/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
7/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,3,TRUE
7/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/5/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,2,0,4,0,1.12,4,TRUE
7/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,7,TRUE
7/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
7/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/9/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,0,0,0,FALSE
7/10/2017,Rain,Rain,Clear,Clear,Light,Moderate,NA,NA,2,2,3,2,1.3,6,TRUE
7/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,3,0,4,TRUE
7/12/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,2,0,3,0,3.83,3,TRUE
7/13/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,2,3,0,0,0,10,TRUE
7/14/2017,Clear,Clear,Cold,Clear,NA,NA,Severe,NA,2,0,2,0,0,3,TRUE
7/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,8,TRUE
7/18/2017,Rain,Rain,Rain,Rain,Heavy,Light,Light,Light,2,2,0,0,9.57,7,TRUE
7/19/2017,Clear,Fog,Fog,Rain,NA,Moderate,Moderate,Moderate,2,2,3,0,0.89,6,TRUE
7/20/2017,Rain,Fog,Fog,Clear,Light,Moderate,Moderate,NA,2,2,3,0,1.12,5,TRUE
7/21/2017,Clear,Fog,Clear,Clear,NA,Severe,NA,NA,2,3,2,0,0,10,TRUE
7/22/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0.01,0,FALSE
7/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/24/2017,Clear,Fog,Clear,Clear,NA,Severe,NA,NA,0,2,2,0,0,3,TRUE
7/25/2017,Rain,Rain,Rain,Rain,Light,Light,Light,Light,2,0,2,2,0.2,3,TRUE
7/26/2017,Rain,Rain,Rain,Clear,Moderate,Light,Light,NA,2,2,4,0,2.4,9,TRUE
7/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,19,TRUE
7/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,7,TRUE
7/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,2,TRUE
8/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,5,TRUE
8/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
8/3/2017,Clear,Rain,Rain,Rain,NA,Light,Light,Light,2,4,0,0,2.39,7,TRUE
8/4/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,3,0,0,0.03,4,TRUE
8/5/2017,Rain,Clear,Clear,Rain,Moderate,NA,NA,Moderate,0,0,0,0,0.9,0,FALSE
8/6/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,0.03,0,FALSE
8/7/2017,Rain,Fog,Fog,Clear,Light,Severe,Moderate,NA,2,3,3,0,0.09,10,TRUE
8/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,11,TRUE
8/9/2017,Rain,Clear,Rain,Rain,Light,NA,Light,Light,2,2,0,0,3.12,2,TRUE
8/10/2017,Rain,Rain,Clear,Rain,Light,Moderate,NA,Light,2,2,3,0,1.15,10,TRUE
8/11/2017,Clear,Fog,Fog,Clear,NA,Severe,Severe,NA,0,2,0,3,0,2,TRUE
8/12/2017,Clear,Clear,Clear,Fog,NA,NA,NA,Severe,0,0,0,0,0,0,FALSE
8/13/2017,Clear,Clear,Rain,Rain,NA,NA,Light,Light,0,0,0,0,0.03,0,FALSE
8/14/2017,Rain,Rain,Clear,Clear,Heavy,Light,NA,NA,2,2,0,0,5.37,3,TRUE
8/15/2017,Clear,Fog,Fog,Clear,NA,Severe,Severe,NA,2,2,0,0,0,3,TRUE
8/16/2017,Clear,Rain,Rain,Clear,NA,Light,Light,NA,2,2,0,2,1.9,6,TRUE
8/17/2017,Rain,Rain,Rain,Clear,Moderate,Light,Light,NA,0,2,0,0,10.47,3,TRUE
8/18/2017,Clear,Clear,Rain,Rain,NA,NA,Light,Light,2,2,0,0,0.15,2,TRUE
8/19/2017,Clear,Fog,Fog,Clear,NA,Moderate,Moderate,NA,0,3,0,2,0,4,TRUE
8/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
8/21/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,2,2,3,0,0.39,4,TRUE
8/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,2,0,0,4,TRUE
8/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
8/24/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,2,2,0,0,0,3,TRUE
8/25/2017,Clear,Rain,Rain,Clear,NA,Light,Light,NA,2,2,0,0,0.31,4,TRUE
8/26/2017,Rain,Rain,Rain,Rain,Moderate,Light,Light,Light,3,0,0,0,9.3,2,TRUE
8/27/2017,Clear,Clear,Rain,Rain,NA,NA,Light,Moderate,0,0,0,0,0.49,0,FALSE
8/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
8/29/2017,Clear,Fog,Fog,Clear,NA,Severe,Moderate,NA,2,0,0,0,0,2,TRUE
8/30/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,3,2,0,0,0.01,3,TRUE
8/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,3,0,0,2,TRUE
9/1/2017,Fog,Fog,Clear,Fog,Moderate,Moderate,NA,Moderate,0,0,0,0,0,0,FALSE
9/2/2017,Fog,Fog,Rain,Clear,Moderate,Moderate,Light,NA,0,2,0,0,0,1,TRUE
9/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/4/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,2,0,0.13,4,TRUE
9/5/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,3,0,3,3,0,7,TRUE
9/6/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,2,0,0,2,TRUE
9/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,0,4,TRUE
9/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,3,0,0,7,TRUE
9/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
9/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
9/12/2017,Fog,Fog,Fog,Clear,Severe,Severe,Severe,NA,0,0,3,0,0,3,TRUE
9/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,3,0,7,TRUE
9/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,2,TRUE
9/15/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,2,2,0,0,5,TRUE
9/16/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,0,0.06,0,FALSE
9/17/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,0,0,FALSE
9/18/2017,Clear,Rain,Rain,Rain,NA,Light,Light,Light,2,2,3,0,0.67,4,TRUE
9/19/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,2,2,2,0,0,7,TRUE
9/20/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,2,2,2,0,1.42,15,TRUE
9/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,4,TRUE
9/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
9/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
9/25/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,2,3,0,2.7,4,TRUE
9/26/2017,Rain,Rain,Rain,Rain,Light,Light,Light,Light,2,2,0,0,0.54,4,TRUE
9/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,1,TRUE
9/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
9/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,7,TRUE
9/30/2017,Clear,Fog,Clear,Clear,NA,Severe,NA,NA,0,2,0,0,0,1,TRUE
10/1/2017,Rain,Rain,Rain,Rain,Light,Light,Light,Light,0,0,0,0,0.4,0,FALSE
10/2/2017,Rain,Rain,Clear,Rain,Light,Light,NA,Light,0,0,0,2,3.63,1,TRUE
10/3/2017,Rain,Rain,Rain,Rain,Light,Light,Light,Light,2,0,0,0,2.87,2,TRUE
10/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,3,0,4,TRUE
10/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,3,0,0,6,TRUE
10/6/2017,Rain,Fog,Fog,Rain,Light,Moderate,Moderate,Moderate,2,0,0,0,1.29,2,TRUE
10/7/2017,Rain,Rain,Rain,Rain,Light,Light,Light,Light,0,0,0,0,0.4,0,FALSE
10/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,4,0,0,7,TRUE
10/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/11/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,3,2,2,0,0,5,TRUE
10/12/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,2,2,2,0,16,TRUE
10/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,18,TRUE
10/14/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,3,0,0.66,2,TRUE
10/15/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,2.94,0,FALSE
10/16/2017,Cold,Clear,Clear,Clear,Severe,NA,NA,NA,2,2,3,0,0,14,TRUE
10/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,11,TRUE
10/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
10/19/2017,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,0,0,0,0,0,0,FALSE
10/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,3,0,2,TRUE
10/21/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,0,0,0,1.66,0,FALSE
10/22/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,0.06,0,FALSE
10/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,3,0,0,2,TRUE
10/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
10/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,3,0,4,TRUE
10/26/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,2,2,3,0,0,3,TRUE
10/27/2017,Snow,Rain,Snow,Snow,Light,Light,Light,Light,0,0,3,3,0.87,9,TRUE
10/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
10/29/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,0,0,0,0,0,FALSE
10/30/2017,Rain,Clear,Rain,Snow,Light,NA,Light,Light,2,2,0,0,0.1,6,TRUE
10/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,3,3,0,0,10,TRUE
11/1/2017,Rain,Clear,Snow,Rain,Light,NA,Light,Light,3,2,3,0,0.08,10,TRUE
11/2/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,3,0,0,4,TRUE
11/3/2017,Snow,Clear,Clear,Snow,Light,NA,NA,Light,2,2,0,3,0.13,6,TRUE
11/4/2017,Snow,Rain,Fog,Rain,Light,Light,Moderate,Light,0,0,0,0,0.06,0,FALSE
11/5/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0.52,0,FALSE
11/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,0,3,0,0,2,TRUE
11/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,4,TRUE
11/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,3,0,2,TRUE
11/9/2017,Snow,Snow,Snow,Clear,Light,Light,Light,NA,2,0,0,0,0,2,TRUE
11/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,3,0,21,TRUE
11/11/2017,Snow,Snow,Clear,Clear,Light,Light,NA,NA,3,0,0,0,0.12,4,TRUE
11/12/2017,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,0,0,0,0,0,0,FALSE
11/13/2017,Clear,Fog,Fog,Clear,NA,Moderate,Moderate,NA,0,2,3,0,0,4,TRUE
11/14/2017,Rain,Rain,Fog,Rain,Light,Light,Moderate,Light,2,2,2,3,0.13,10,TRUE
11/15/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,2,0,0,0.06,3,TRUE
11/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
11/17/2017,Clear,Clear,Rain,Rain,NA,NA,Light,Light,0,0,3,3,0.2,2,TRUE
11/18/2017,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,0,0,0,0,0,0,FALSE
11/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
11/21/2017,Clear,Clear,Snow,Cold,NA,NA,Light,Severe,0,0,0,0,0,0,FALSE
11/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,1,TRUE
11/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,2,TRUE
11/24/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,0,3,0,0,2,TRUE
11/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,1,TRUE
11/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,3,3,0,5,TRUE
11/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
11/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,3,0,0,3,TRUE
12/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
12/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/3/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,0,0,0,0,0,0,FALSE
12/4/2017,Rain,Rain,Rain,Rain,Light,Light,Light,Light,3,2,2,3,0.1,9,TRUE
12/5/2017,Snow,Snow,Snow,Snow,Moderate,Light,Light,Light,2,2,2,0,0.89,9,TRUE
12/6/2017,Snow,Clear,Snow,Snow,Light,NA,Light,Light,0,0,2,0,0.02,1,TRUE
12/7/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,3,2,0,0,0,2,TRUE
12/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/9/2017,Snow,Snow,Snow,Clear,Light,Light,Light,NA,2,2,0,0,0,2,TRUE
12/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/11/2017,Cold,Snow,Rain,Clear,Severe,Light,Light,NA,0,3,3,0,0.61,5,TRUE
12/12/2017,Clear,Clear,Clear,Snow,NA,NA,NA,Light,0,3,3,0,0,6,TRUE
12/13/2017,Clear,Clear,Snow,Snow,NA,NA,Light,Light,0,0,3,0,0.02,2,TRUE
12/14/2017,Snow,Snow,Snow,Snow,Light,Light,Light,Light,2,3,0,0,0,3,TRUE
12/15/2017,Snow,Snow,Clear,Snow,Light,Light,NA,Light,0,3,3,0,0.13,7,TRUE
12/16/2017,Snow,Clear,Clear,Fog,Light,NA,NA,Moderate,0,0,0,0,0,0,FALSE
12/17/2017,Clear,Fog,Fog,Snow,NA,Moderate,Severe,Light,0,0,0,0,0,0,FALSE
12/18/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,3,3,3,0,0,5,TRUE
12/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,1,TRUE
12/20/2017,Clear,Clear,Clear,Snow,NA,NA,NA,Light,0,2,3,0,0.03,2,TRUE
12/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,4,TRUE
12/22/2017,Clear,Snow,Clear,Clear,NA,Light,NA,NA,4,2,0,3,0,6,TRUE
12/23/2017,Snow,Snow,Clear,Clear,Light,Light,NA,NA,0,0,0,2,0,3,TRUE
12/24/2017,Clear,Clear,Snow,Snow,NA,NA,Light,Light,2,0,0,0,0,1,TRUE
12/25/2017,Snow,Snow,Snow,Clear,Light,Light,Light,NA,0,0,0,0,0.02,0,FALSE
12/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,3,0,2,TRUE
12/27/2017,Clear,Clear,Cold,Clear,NA,NA,Severe,NA,2,0,3,0,0,7,TRUE
12/28/2017,Clear,Snow,Snow,Snow,NA,Light,Light,Light,3,2,3,3,0.15,8,TRUE
12/29/2017,Snow,Clear,Snow,Snow,Light,NA,Light,Light,0,2,3,3,0.12,10,TRUE
12/30/2017,Clear,Cold,Cold,Cold,NA,Severe,Severe,Severe,3,2,0,0,0,5,TRUE
12/31/2017,Clear,Cold,Cold,Cold,NA,Severe,Severe,Severe,0,0,0,0,0,0,FALSE
1/1/2018,Cold,Clear,Cold,Clear,Severe,NA,Severe,NA,2,2,3,0,0,21,TRUE
1/2/2018,Snow,Clear,Clear,Snow,Light,NA,NA,Light,2,3,0,0,0,13,TRUE
1/3/2018,Snow,Fog,Clear,Clear,Light,Moderate,NA,NA,3,3,3,0,0,15,TRUE
1/4/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,3,2,0,13,TRUE
1/5/2018,Clear,Cold,Cold,Clear,NA,Severe,Severe,NA,2,3,3,0,0,20,TRUE
1/6/2018,Cold,Cold,Cold,Clear,Severe,Severe,Severe,NA,0,0,0,0,0,0,FALSE
1/7/2018,Snow,Snow,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0,0,FALSE
1/8/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,2,TRUE
1/9/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,3,0,0,2,TRUE
1/10/2018,Clear,Fog,Fog,Rain,NA,Moderate,Moderate,Light,0,0,0,0,0,0,FALSE
1/11/2018,Rain,Rain,Snow,Snow,Light,Light,Light,Light,0,2,3,0,0.48,6,TRUE
1/12/2018,Clear,Clear,Cold,Clear,NA,NA,Severe,NA,2,3,3,0,0,13,TRUE
1/13/2018,Clear,Cold,Cold,Clear,NA,Severe,Severe,NA,0,3,0,0,0,1,TRUE
1/14/2018,Snow,Snow,Snow,Snow,Moderate,Light,Light,Moderate,2,0,0,0,0.21,3,TRUE
1/15/2018,Snow,Fog,Snow,Snow,Light,Moderate,Light,Light,2,2,0,0,0.1,5,TRUE
1/16/2018,Snow,Snow,Snow,Clear,Light,Light,Light,NA,0,2,3,0,0,4,TRUE
1/17/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,3,0,3,TRUE
1/18/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/19/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,5,TRUE
1/20/2018,Clear,Fog,Clear,Clear,NA,Severe,NA,NA,0,0,0,0,0,0,FALSE
1/21/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/22/2018,Snow,Snow,Snow,Snow,Heavy,Light,Moderate,Heavy,0,2,3,0,0.85,10,TRUE
1/23/2018,Snow,Fog,Clear,Clear,Heavy,Severe,NA,NA,2,2,3,0,0.98,11,TRUE
1/24/2018,Clear,Fog,Clear,Clear,NA,Moderate,NA,NA,2,0,2,0,0,4,TRUE
1/25/2018,Fog,Clear,Snow,Snow,Moderate,NA,Light,Light,2,2,0,3,0.01,9,TRUE
1/26/2018,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,2,3,3,0,0,12,TRUE
1/27/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/28/2018,Snow,Clear,Snow,Clear,Light,NA,Light,NA,0,0,0,0,0,0,FALSE
1/29/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/30/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,3,0,0,3,TRUE
1/31/2018,Clear,Snow,Clear,Clear,NA,Moderate,NA,NA,2,3,0,0,0.4,4,TRUE
2/1/2018,Snow,Clear,Clear,Clear,Light,NA,NA,NA,0,3,0,0,0.07,2,TRUE
2/2/2018,Snow,Clear,Clear,Snow,Light,NA,NA,Light,2,2,3,0,0,4,TRUE
2/3/2018,Snow,Clear,Snow,Snow,Light,NA,Light,Light,0,3,0,2,0.34,3,TRUE
2/4/2018,Snow,Snow,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0.03,0,FALSE
2/5/2018,Clear,Clear,Clear,Snow,NA,NA,NA,Light,2,2,2,0,0,12,TRUE
2/6/2018,Clear,Clear,Snow,Clear,NA,NA,Light,NA,2,2,0,0,0,12,TRUE
2/7/2018,Snow,Snow,Snow,Clear,Light,Light,Light,NA,3,0,0,0,0.03,1,TRUE
2/8/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,4,TRUE
2/9/2018,Snow,Snow,Clear,Clear,Light,Light,NA,NA,0,3,2,0,0.01,5,TRUE
2/10/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/11/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/12/2018,Cold,Clear,Clear,Clear,Severe,NA,NA,NA,2,4,0,0,0,2,TRUE
2/13/2018,Clear,Clear,Fog,Clear,NA,NA,Severe,NA,3,2,0,3,0,3,TRUE
2/14/2018,Clear,Fog,Fog,Clear,NA,Moderate,Moderate,NA,0,0,0,0,0,0,FALSE
2/15/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,4,0,0,4,TRUE
2/16/2018,Snow,Clear,Cold,Clear,Light,NA,Severe,NA,0,2,3,0,0,2,TRUE
