Date,W0000_0600,W0601_1200,W1201_1800,W1801_2359,WS1,WS2,WS3,WS4,AS0000_0600,AS0601_1200,AS1201_1800,AS1801_2359,P_Value(in),A_Total,Accident
6/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,3,4,2,0,6,TRUE
6/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,2,TRUE
6/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,6,TRUE
6/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,2,0,5,TRUE
6/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,3,TRUE
6/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,1,TRUE
6/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,6,TRUE
6/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,4,0,7,TRUE
6/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,5,TRUE
6/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,2,0,6,TRUE
6/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,5,TRUE
6/24/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
6/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,0,2,0,5,TRUE
6/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,2,0,3,TRUE
6/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,3,2,0,0,5,TRUE
6/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,5,TRUE
6/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,3,TRUE
7/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,1,TRUE
7/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,5,TRUE
7/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,2,0,2,TRUE
7/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
7/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,3,TRUE
7/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,2,0,0,10,TRUE
7/8/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,4,0,0,1,TRUE
7/9/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0,0,FALSE
7/10/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,2,2,0,2,0,9,TRUE
7/11/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,2,0,4,0,8,TRUE
7/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,4,TRUE
7/13/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,2,0,0,0,1,TRUE
7/14/2017,Clear,Fog,Clear,Clear,NA,Moderate,NA,NA,4,2,0,0,0,3,TRUE
7/15/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,0,0,0,0,0,0,FALSE
7/16/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,3,0,1,TRUE
7/17/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,3,0,2,0.94,3,TRUE
7/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
7/19/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,2,2,3,0.02,6,TRUE
7/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,3,0,0,5,TRUE
7/21/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,3,3,2,2,0.38,11,TRUE
7/22/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,2,0,0.86,1,TRUE
7/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
7/24/2017,Rain,Rain,Rain,Rain,Light,Light,Moderate,Moderate,0,2,2,2,0.58,4,TRUE
7/25/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,2,2,0,0,0,2,TRUE
7/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,3,TRUE
7/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
7/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
7/29/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,3,0,1,TRUE
7/30/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,2,0.01,1,TRUE
7/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,4,TRUE
8/1/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,2,2,0,0,0,3,TRUE
8/2/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,2,0,0,0.01,2,TRUE
8/3/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,4,4,2,0,1.22,7,TRUE
8/4/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,3,3,2,3.91,6,TRUE
8/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,1,TRUE
8/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
8/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,3,TRUE
8/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,0,2,TRUE
8/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,6,TRUE
8/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,7,TRUE
8/11/2017,Fog,Rain,Clear,Clear,Moderate,Light,NA,NA,2,2,0,2,0,6,TRUE
8/12/2017,Clear,Rain,Rain,Clear,NA,Light,Light,NA,0,3,0,2,0.09,9,TRUE
8/13/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,0,0,2,0.37,2,TRUE
8/14/2017,Clear,Rain,Clear,Clear,NA,Light,NA,NA,0,2,2,2,0,4,TRUE
8/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,2,0,8,TRUE
8/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,0,2,TRUE
8/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,7,TRUE
8/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,11,TRUE
8/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
8/20/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,2,0,2,TRUE
8/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,7,TRUE
8/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
8/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
8/24/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,2,0,0,0.06,3,TRUE
8/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,4,0,2,0,8,TRUE
8/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
8/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,1,TRUE
8/28/2017,Fog,Clear,Fog,Clear,Moderate,NA,Moderate,NA,2,2,0,0,0,6,TRUE
8/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,3,0,5,TRUE
8/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,4,0,0,0,3,TRUE
8/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,2,2,0,7,TRUE
9/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,3,0,5,TRUE
9/2/2017,Clear,Fog,Clear,Clear,NA,Moderate,NA,NA,0,0,0,2,0,1,TRUE
9/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,3,TRUE
9/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/5/2017,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,4,2,0,0,0,3,TRUE
9/6/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,2,2,0,0,0,4,TRUE
9/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,3,0,4,TRUE
9/8/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,2,3,0,0,3,TRUE
9/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,2,TRUE
9/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,5,TRUE
9/12/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,4,2,0,0,0,3,TRUE
9/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,4,0,0,7,TRUE
9/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,3,TRUE
9/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,16,TRUE
9/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,3,0,0,0,4,TRUE
9/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,2,0,3,TRUE
9/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,6,TRUE
9/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,2,0,0,7,TRUE
9/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,3,TRUE
9/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
9/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
9/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,4,0,2,TRUE
9/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,4,TRUE
9/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,2,TRUE
9/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,3,TRUE
9/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,3,0,0,4,TRUE
9/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,2,0,4,TRUE
9/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,3,0,4,TRUE
9/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,3,2,0,3,TRUE
10/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,2,TRUE
10/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,0,6,TRUE
10/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,8,TRUE
10/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
10/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,2,TRUE
10/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,4,TRUE
10/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,3,TRUE
10/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,3,0,4,TRUE
10/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,3,2,0,0,5,TRUE
10/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,4,0,10,TRUE
10/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,4,TRUE
10/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,2,TRUE
10/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,1,TRUE
10/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
10/17/2017,Clear,Clear,Cold,Clear,NA,NA,Severe,NA,2,3,2,0,0,3,TRUE
10/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,3,0,6,TRUE
10/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,3,0,0,8,TRUE
10/21/2017,Clear,Fog,Fog,Clear,NA,Moderate,Moderate,NA,0,0,0,0,0,0,FALSE
10/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/27/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
10/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/17/2017,Clear,Clear,Rain,Rain,NA,NA,Light,Light,0,2,0,0,0,2,TRUE
11/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,7,TRUE
11/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,0,5,TRUE
11/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,7,TRUE
11/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
11/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
11/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,2,TRUE
11/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
11/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
11/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,2,0,0,5,TRUE
11/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,4,0,6,TRUE
11/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,2,0,0,4,TRUE
12/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,4,0,0,0,9,TRUE
12/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,4,2,2,0,7,TRUE
12/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
12/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
12/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,1,TRUE
12/6/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,4,2,0,0,0.07,4,TRUE
12/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,4,TRUE
12/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
12/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
12/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,3,TRUE
12/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
12/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,3,TRUE
12/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,4,TRUE
12/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,9,TRUE
12/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,3,0,2,TRUE
12/17/2017,Clear,Rain,Rain,Fog,NA,Light,Light,Severe,0,3,2,2,0.34,3,TRUE
12/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,8,TRUE
12/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,4,0,0,6,TRUE
12/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,5,TRUE
12/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,0,7,TRUE
12/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,10,TRUE
12/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,2,TRUE
12/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
12/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,3,TRUE
12/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,4,0,0,3,TRUE
12/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,3,TRUE
12/30/2017,Clear,Clear,Fog,Clear,NA,NA,Severe,NA,0,0,0,0,0,0,FALSE
12/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
1/1/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/2/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,5,TRUE
1/3/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,2,TRUE
1/4/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,4,0,11,TRUE
1/5/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,4,TRUE
1/6/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/7/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
1/8/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,3,2,0,9,TRUE
1/9/2018,Clear,Clear,Clear,Fog,NA,NA,NA,Moderate,4,2,2,2,0,9,TRUE
1/10/2018,Rain,Rain,Rain,Clear,Light,Light,Light,NA,2,0,3,0,1.3,4,TRUE
1/11/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
1/12/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,3,2,0,0,5,TRUE
1/13/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,3,0,3,TRUE
1/14/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,1,TRUE
1/15/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,2,0,7,TRUE
1/16/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,7,TRUE
1/17/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,0,5,TRUE
1/18/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,4,TRUE
1/19/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,2,0,0,9,TRUE
1/20/2018,Clear,Clear,Rain,Rain,NA,NA,Light,Light,0,0,3,2,0,3,TRUE
1/21/2018,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,3,0,2,0.03,3,TRUE
1/22/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,0,9,TRUE
1/23/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
1/24/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,3,2,0,10,TRUE
1/25/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,3,0,0,8,TRUE
1/26/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,0,0,0,8,TRUE
1/27/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/28/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,2,0,4,TRUE
1/29/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,7,TRUE
1/30/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,2,0,5,TRUE
1/31/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,3,2,0,6,TRUE
2/1/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,6,TRUE
2/2/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,3,3,0,7,TRUE
2/3/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/4/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,2,0,3,TRUE
2/5/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,5,TRUE
2/6/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,4,0,5,TRUE
2/7/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,4,TRUE
2/8/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,4,TRUE
2/9/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,8,TRUE
2/10/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,3,0,2,0,3,TRUE
2/11/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,2,0,3,TRUE
2/12/2018,Rain,Clear,Clear,Rain,Light,NA,NA,Light,2,2,2,2,0,7,TRUE
2/13/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,3,TRUE
2/14/2018,Rain,Rain,Clear,Rain,Light,Light,NA,Light,0,2,2,2,0.53,7,TRUE
2/15/2018,Rain,Rain,Rain,Clear,Light,Light,Light,NA,3,3,0,2,0.06,6,TRUE
2/16/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,20,TRUE
2/17/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,2,2,0,4,TRUE
2/18/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/19/2018,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,0,0,0,FALSE
2/20/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,2,2,0,6,TRUE
2/21/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,0,3,TRUE
2/22/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,2,0,0,5,TRUE
2/23/2018,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,0,2,0,0,3,TRUE
2/24/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/25/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
2/26/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,3,0,6,TRUE
2/27/2018,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,2,2,2,0.07,4,TRUE
2/28/2018,Rain,Rain,Clear,Clear,Moderate,Light,NA,NA,2,2,4,2,1.08,15,TRUE
3/1/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,5,TRUE
3/2/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,3,0,0,0,5,TRUE
3/3/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/4/2018,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,2,0,2,TRUE
